	cell_type	gene
6728	Pulmonary alveolar type I cells	CRLF1
6729	Pulmonary alveolar type I cells	EGFL6
6730	Pulmonary alveolar type I cells	FSTL3
6731	Pulmonary alveolar type I cells	MEX3B
6732	Pulmonary alveolar type I cells	RADIL
6733	Pulmonary alveolar type I cells	SMARCA1
6734	Pulmonary alveolar type I cells	P2RX7
6735	Pulmonary alveolar type I cells	PDPN
6736	Pulmonary alveolar type II cells	IRX1
6737	Pulmonary alveolar type II cells	EGFL6
6738	Pulmonary alveolar type II cells	CEBPA
6739	Pulmonary alveolar type II cells	NKX2-1
6740	Pulmonary alveolar type II cells	MUC1
6741	Pulmonary alveolar type II cells	CLDN18
6742	Pulmonary alveolar type II cells	AGER
6743	Pulmonary alveolar type II cells	LAMP3
6744	Pulmonary alveolar type II cells	SFTA2
6745	Pulmonary alveolar type II cells	SFTPD
6746	Pulmonary alveolar type II cells	SLC34A2
6747	Pulmonary alveolar type II cells	SFTPB
6748	Pulmonary alveolar type II cells	SFTPA1
6749	Pulmonary alveolar type II cells	SFTPC
6750	Pulmonary alveolar type II cells	SDC1
6751	Pulmonary alveolar type II cells	ADGRF5
6752	Pulmonary alveolar type II cells	ABCD3
6753	Pulmonary alveolar type II cells	SOAT1
6754	Pulmonary alveolar type II cells	ETV5
6755	Pulmonary alveolar type II cells	CD36
6756	Pulmonary alveolar type II cells	LPCAT1
6757	Pulmonary alveolar type II cells	NAPSA
6758	Pulmonary alveolar type II cells	ABCA3
6759	Pulmonary alveolar type II cells	S100G
6760	Pulmonary alveolar type II cells	PGC
6761	Pulmonary alveolar type II cells	CXCR2
6762	Pulmonary alveolar type II cells	CXCL2
6763	Pulmonary alveolar type II cells	GRK2
6764	Pulmonary alveolar type II cells	RUNX3
6765	Pulmonary alveolar type II cells	CTNND1
6766	Pulmonary alveolar type II cells	PPP1R14C
6767	Pulmonary alveolar type II cells	DDX3Y
6768	Pulmonary alveolar type II cells	PIGR
6769	Pulmonary alveolar type II cells	LRG1
6770	Pulmonary alveolar type II cells	NRN1
6771	Pulmonary alveolar type II cells	PPBP
6772	Pulmonary alveolar type II cells	IL1B
6773	Pulmonary alveolar type II cells	INMT
6774	Pulmonary alveolar type II cells	CRLF1
6775	Pulmonary vascular smooth muscle cells	ANGPT1
6776	Pulmonary vascular smooth muscle cells	PDGFRB
6777	Purkinje fiber cells	GJA5
6778	Purkinje fiber cells	B3GAT1
6779	Purkinje fiber cells	GJC1
6780	Purkinje fiber cells	KCNK3
6781	Purkinje fiber cells	NEFM
6782	Purkinje neurons	CALB1
6783	Purkinje neurons	ABAT
6784	Purkinje neurons	GRIN1
6785	Purkinje neurons	GAD1
6786	Purkinje neurons	HDAC6
6787	Purkinje neurons	PRKG1
6788	Purkinje neurons	ATP2B2
6789	Purkinje neurons	PDE5A
6790	Purkinje neurons	ITPR3
6791	Purkinje neurons	PDE1B
6792	Purkinje neurons	PDE1A
6793	Purkinje neurons	OMP
6794	Purkinje neurons	PDE9A
6795	Purkinje neurons	CBLN1
6796	Purkinje neurons	MRPS35
6797	Purkinje neurons	PVALB
6798	Purkinje neurons	SHANK2
6799	Purkinje neurons	CACNA2D2
6800	Purkinje neurons	NKAIN4
6801	Purkinje neurons	CNTNAP2
6802	Purkinje neurons	TH
6803	Purkinje neurons	CERK
6804	Purkinje neurons	CD3G
6805	Purkinje neurons	KCNA2
6806	Purkinje neurons	SLC22A15
6807	Purkinje neurons	CACNG2
6808	Purkinje neurons	SYT2
6809	Purkinje neurons	CPLX1
6810	Purkinje neurons	PKP4
6811	Purkinje neurons	KCNMA1
6812	Purkinje neurons	ADGRB1
6813	Purkinje neurons	HCN1
6814	Purkinje neurons	SLC24A2
6815	Purkinje neurons	GABRA1
6816	Purkinje neurons	CLSTN3
6817	Purkinje neurons	SLC24A3
6818	Purkinje neurons	DLG4
6819	Purkinje neurons	CNPY1
6820	Purkinje neurons	SLC12A5
6821	Purkinje neurons	SLC32A1
6822	Purkinje neurons	GRIA3
6823	Purkinje neurons	CAMK2A
6824	Purkinje neurons	PENK
6825	Purkinje neurons	HIVEP2
6826	Purkinje neurons	NRIP3
6827	Purkinje neurons	TSHZ1
6828	Purkinje neurons	PCBP3
6829	Purkinje neurons	GPSM1
6830	Purkinje neurons	PPM1E
6831	Purkinje neurons	DLGAP1
6832	Purkinje neurons	GNG4
6833	Purkinje neurons	SHISA8
6834	Purkinje neurons	SYNPR
6835	Purkinje neurons	PRKCA
6836	Purkinje neurons	PCP4L1
6837	Purkinje neurons	PCP4
6838	Purkinje neurons	SLC1A6
6839	Purkinje neurons	GRID2
6840	Purkinje neurons	GAD2
6841	Pyramidal cells	CD3E
6842	Pyramidal cells	DLG4
6843	Pyramidal cells	CAMK2A
6844	Pyramidal cells	GRM1
6845	Pyramidal cells	GRM5
6846	Pyramidal cells	TBR1
6847	Pyramidal cells	POU3F1
6848	Pyramidal cells	EMX1
6849	Pyramidal cells	FEZF2
6850	Pyramidal cells	NRGN
6851	Pyramidal cells	GRIA3
6852	Pyramidal cells	SPINK8
6853	Pyramidal cells	PCP4
6854	Pyramidal cells	SYNPR
6855	Pyramidal cells	NR4A2
6856	Pyramidal cells	AGER
6857	Pyramidal cells	GRIN2D
6858	Pyramidal cells	YWHAZ
6859	Pyramidal cells	KCNN4
6860	Pyramidal cells	DAB1
6861	Pyramidal cells	CCM2
6862	Pyramidal cells	MAP2
6863	Pyramidal cells	CALB1
6864	Pyramidal cells	ADRB2
6865	Pyramidal cells	RTN4
6866	Pyramidal cells	PDE2A
6867	Pyramidal cells	KCNB1
6868	Pyramidal cells	KCNB2
6869	Pyramidal cells	KCNQ2
6870	Pyramidal cells	KCNQ3
6871	Pyramidal cells	SATB2
6872	Pyramidal cells	OXTR
6873	Pyramidal cells	CCK
6874	Pyramidal cells	KCND2
6875	Pyramidal cells	KCND3
6876	Radial glia cells	PAX6
6877	Radial glia cells	SLC1A3
6878	Radial glia cells	PDGFD
6879	Radial glia cells	GLI3
6880	Radial glia cells	NOTCH3
6881	Radial glia cells	VCAM1
6882	Radial glia cells	HES5
6883	Radial glia cells	OLIG2
6884	Radial glia cells	GFAP
6885	Radial glia cells	EMX2
6886	Radial glia cells	CDH4
6887	Radial glia cells	SPRY1
6888	Radial glia cells	AXIN2
6889	Radial glia cells	RIIAD1
6890	Red pulp macrophages	HMOX1
6891	Red pulp macrophages	TREML4
6892	Red pulp macrophages	CD86
6893	Red pulp macrophages	NR1H3
6894	Red pulp macrophages	SLC11A1
6895	Red pulp macrophages	ADGRE1
6896	Red pulp macrophages	MERTK
6897	Red pulp macrophages	CCR3
6898	Red pulp macrophages	SPIC
6899	Red pulp macrophages	SLC40A1
6900	Red pulp macrophages	VCAM1
6901	Red pulp macrophages	SIGLEC1
6902	Reticulocytes	RUVBL1
6903	Reticulocytes	TFRC
6904	Reticulocytes	UCP3
6905	Reticulocytes	FOLR1
6906	Reticulocytes	UBE2O
6907	Reticulocytes	CD36
6908	Reticulocytes	ITGA4
6909	Reticulocytes	SLC11A2
6910	Retinal ganglion cells	PRKCA
6911	Retinal ganglion cells	NGF
6912	Retinal ganglion cells	POU4F2
6913	Retinal ganglion cells	NHLH2
6914	Retinal ganglion cells	RNU1-1
6915	Retinal ganglion cells	ATF6B
6916	Retinal ganglion cells	SNX16
6917	Retinal ganglion cells	IRX5
6918	Retinal ganglion cells	YDJC
6919	Retinal ganglion cells	DPP10
6920	Retinal ganglion cells	SHD
6921	Retinal ganglion cells	SMIM18
6922	Retinal ganglion cells	GALNT14
6923	Retinal ganglion cells	CHRNB3
6924	Retinal ganglion cells	THEM4
6925	Retinal ganglion cells	SCAPER
6926	Retinal ganglion cells	GALNTL6
6927	Retinal ganglion cells	CCDC184
6928	Retinal ganglion cells	NKAIN3
6929	Retinal ganglion cells	LHFPL5
6930	Retinal ganglion cells	SRRM3
6931	Retinal ganglion cells	GALNT9
6932	Retinal ganglion cells	MTUS2
6933	Retinal ganglion cells	IGLON5
6934	Retinal ganglion cells	DCTN1
6935	Retinal ganglion cells	GGT7
6936	Retinal ganglion cells	BTBD10
6937	Retinal ganglion cells	EFNA3
6938	Retinal ganglion cells	SLC29A4
6939	Retinal ganglion cells	STOML1
6940	Retinal ganglion cells	FBXO44
6941	Retinal ganglion cells	NELL1
6942	Retinal ganglion cells	RTN2
6943	Retinal ganglion cells	BBC3
6944	Retinal ganglion cells	EVC2
6945	Retinal ganglion cells	SYT16
6946	Retinal ganglion cells	CPNE5
6947	Retinal ganglion cells	TTLL1
6948	Retinal ganglion cells	GPHN
6949	Retinal ganglion cells	SIX6
6950	Retinal ganglion cells	ABLIM3
6951	Retinal ganglion cells	POU6F2
6952	Retinal ganglion cells	GRIP1
6953	Retinal ganglion cells	TOX2
6954	Retinal ganglion cells	NARF
6955	Retinal ganglion cells	BARHL2
6956	Retinal ganglion cells	DTX1
6957	Retinal ganglion cells	MAB21L2
6958	Retinal ganglion cells	KCTD8
6959	Retinal ganglion cells	CPNE4
6960	Retinal ganglion cells	KLHDC8A
6961	Retinal ganglion cells	IRX6
6962	Retinal ganglion cells	CHRNA6
6963	Retinal ganglion cells	CACNB3
6964	Retinal ganglion cells	CSDC2
6965	Retinal ganglion cells	AKAP7
6966	Retinal ganglion cells	HPCA
6967	Retinal ganglion cells	ISL1
6968	Retinal ganglion cells	SLC17A6
6969	Retinal ganglion cells	FGF12
6970	Retinal ganglion cells	DNER
6971	Retinal ganglion cells	TMEM163
6972	Retinal ganglion cells	RBPMS
6973	Retinal ganglion cells	POU4F1
6974	Retinal ganglion cells	RBPMS2
6975	Retinal ganglion cells	CDK14
6976	Retinal ganglion cells	FXYD7
6977	Retinal ganglion cells	NEFM
6978	Retinal ganglion cells	SNCG
6979	Retinal progenitor cells	PAX6
6980	Retinal progenitor cells	CALB2
6981	Retinal progenitor cells	SIX6
6982	Retinal progenitor cells	RHO
6983	Retinal progenitor cells	SIX3
6984	Retinal progenitor cells	NEFH
6985	Retinal progenitor cells	LGR5
6986	Retinal progenitor cells	SAG
6987	Retinal progenitor cells	RAX
6988	Retinal progenitor cells	NOTCH1
6989	Retinal progenitor cells	HES1
6990	Retinal progenitor cells	MSI1
6991	Retinal progenitor cells	SOX9
6992	Salivary mucous cells	KRT14
6993	Salivary mucous cells	PIP
6994	Salivary mucous cells	MUCL1
6995	Salivary mucous cells	CNN1
6996	Salivary mucous cells	THBS1
6997	Salivary mucous cells	MYH11
6998	Salivary mucous cells	KRT17
6999	Satellite cells	PAX7
7000	Satellite cells	DMD
7001	Satellite cells	CDH1
7002	Satellite cells	ERBB2
7003	Satellite cells	PAX3
7004	Satellite cells	MYF5
7005	Satellite cells	CDH15
7006	Satellite cells	CXCR4
7007	Satellite cells	FOXK1
7008	Satellite cells	ITGA7
7009	Satellite cells	TCF21
7010	Satellite cells	ISL1
7011	Satellite cells	MESP1
7012	Satellite cells	MET
7013	Satellite cells	CALCR
7014	Satellite cells	ASB5
7015	Satellite cells	SRXN1
7016	Satellite cells	BDKRB1
7017	Satellite cells	CDCP1
7018	Satellite cells	VCAM1
7019	Satellite cells	MYOD1
7020	Satellite cells	SOX8
7021	Satellite cells	SPRY1
7022	Satellite cells	CXCL1
7023	Satellite cells	HMOX1
7024	Satellite cells	TNFRSF12A
7025	Satellite cells	RUNX1
7026	Satellite cells	BARX2
7027	Satellite cells	TRIM32
7028	Satellite cells	VAMP2
7029	Satellite cells	PEG3
7030	Satellite cells	MSTN
7031	Satellite cells	SCRIB
7032	Satellite cells	NFATC2
7033	Satellite cells	IRF2
7034	Satellite cells	BMI1
7035	Satellite cells	SIX1
7036	Satellite cells	HOXC10
7037	Satellite cells	NOTCH3
7038	Satellite cells	HEYL
7039	Satellite cells	GAL
7040	Satellite cells	NCAM1
7041	Satellite cells	CAV1
7042	Satellite glial cells	GLUL
7043	Satellite glial cells	GFAP
7044	Satellite glial cells	EDNRB
7045	Satellite glial cells	BDKRB2
7046	Satellite glial cells	TGFA
7047	Satellite glial cells	EPOR
7048	Satellite glial cells	TNF
7049	Satellite glial cells	IL6
7050	Satellite glial cells	MAPK1
7051	Satellite glial cells	JAK2
7052	Satellite glial cells	SSTR1
7053	Satellite glial cells	SLC6A1
7054	Satellite glial cells	PTGDS
7055	Satellite glial cells	SOX2
7056	Satellite glial cells	CDH1
7057	Satellite glial cells	CXCL8
7058	Satellite glial cells	KCNJ10
7059	Satellite glial cells	AQP4
7060	Satellite glial cells	CNGA3
7061	Satellite glial cells	TLR4
7062	Satellite glial cells	P2RY12
7063	Satellite glial cells	P2RX7
7064	Satellite glial cells	SLC1A3
7065	Satellite glial cells	IL17A
7066	Schwann cells	MPZ
7067	Schwann cells	ITGB4
7068	Schwann cells	LAMC1
7069	Schwann cells	S100B
7070	Schwann cells	POU3F1
7071	Schwann cells	GFAP
7072	Schwann cells	MAG
7073	Schwann cells	OLIG1
7074	Schwann cells	TST
7075	Schwann cells	NDRG1
7076	Schwann cells	CTHRC1
7077	Schwann cells	NF2
7078	Schwann cells	SEPT9
7079	Schwann cells	AGR2
7080	Schwann cells	NGFR
7081	Schwann cells	CLDN19
7082	Schwann cells	PRX
7083	Schwann cells	NTRK1
7084	Schwann cells	ART3
7085	Schwann cells	BCAS1
7086	Schwann cells	NPY
7087	Schwann cells	ASPA
7088	Schwann cells	LGI4
7089	Schwann cells	BAG3
7090	Schwann cells	RXRG
7091	Schwann cells	SOX10
7092	Schwann cells	CMTM5
7093	Schwann cells	BCHE
7094	Schwann cells	EGFL8
7095	Schwann cells	GFRA3
7096	Schwann cells	SEMA3B
7097	Schwann cells	MATN2
7098	Schwann cells	SCN7A
7099	Schwann cells	CD82
7100	Schwann cells	TAGLN
7101	Schwann cells	NOV
7102	Schwann cells	ALDOC
7103	Schwann cells	APOD
7104	Schwann cells	CRYAB
7105	Schwann cells	PLP1
7106	Schwann cells	PMP22
7107	Schwann cells	CADM4
7108	Schwann cells	KCNA1
7109	Schwann cells	CNP
7110	Schwann cells	GPR37L1
7111	Schwann cells	NRN1
7112	Schwann cells	STMN1
7113	Sebocytes	CAMP
7114	Sebocytes	IHH
7115	Sebocytes	CRHR1
7116	Sebocytes	CALCA
7117	Sebocytes	F2RL1
7118	Sebocytes	KLF5
7119	Sebocytes	EXO1
7120	Sebocytes	CRH
7121	Sebocytes	CEBPB
7122	Sebocytes	CDH1
7123	Sebocytes	LTA4H
7124	Sebocytes	RDH12
7125	Sebocytes	CEBPA
7126	Sebocytes	ADIPOR1
7127	Sebocytes	S100A7
7128	Sebocytes	ANGPTL4
7129	Sebocytes	CYP24A1
7130	Sebocytes	PTGER2
7131	Sebocytes	CNR2
7132	Sebocytes	KRT7
7133	Sebocytes	SRD5A2
7134	Sebocytes	FFAR2
7135	Sebocytes	FFAR3
7136	Sebocytes	MUC1
7137	Sebocytes	HRH1
7138	Serotonergic neurons	TPH1
7139	Serotonergic neurons	SLC6A4
7140	Serotonergic neurons	FEV
7141	Serotonergic neurons	TPH2
7142	Serotonergic neurons	DDC
7143	Serotonergic neurons	SLC18A2
7144	Serotonergic neurons	ESM1
7145	Serotonergic neurons	SLC22A3
7146	Sertoli cells	KITLG
7147	Sertoli cells	AMH
7148	Sertoli cells	INHBB
7149	Sertoli cells	SHBG
7150	Sertoli cells	GATA1
7151	Sertoli cells	GATA4
7152	Sertoli cells	DHH
7153	Sertoli cells	AR
7154	Sertoli cells	GDNF
7155	Sertoli cells	MAFB
7156	Sertoli cells	GAMT
7157	Sertoli cells	MEIG1
7158	Sertoli cells	HES5
7159	Sertoli cells	NF2
7160	Sertoli cells	INHA
7161	Sertoli cells	DES
7162	Sertoli cells	FAS
7163	Sertoli cells	FASLG
7164	Sertoli cells	TF
7165	Sertoli cells	WT1
7166	Sertoli cells	AARD
7167	Sertoli cells	CST9
7168	Sertoli cells	TMEM184A
7169	Sertoli cells	WNT6
7170	Sertoli cells	MRO
7171	Sertoli cells	HSD17B3
7172	Sertoli cells	AMHR2
7173	Sertoli cells	SEMA5B
7174	Sertoli cells	SCX
7175	Sertoli cells	HSD17B1
7176	Sertoli cells	STIM1
7177	Sertoli cells	ANKRD7
7178	Sertoli cells	PHF7
7179	Sertoli cells	CXCL12
7180	Sertoli cells	STAR
7181	Sertoli cells	WFDC2
7182	Sertoli cells	PRND
7183	Sertoli cells	HSPBAP1
7184	Sertoli cells	NXF3
7185	Sertoli cells	GBA2
7186	Sertoli cells	PADI2
7187	Sertoli cells	ABCG8
7188	Sertoli cells	DIAPH2
7189	Sertoli cells	CTSA
7190	Sertoli cells	PFKFB3
7191	Sertoli cells	MSI1
7192	Sertoli cells	NOTCH2
7193	Sertoli cells	GATA6
7194	Sertoli cells	CLDN11
7195	Sertoli cells	OCLN
7196	Sertoli cells	SERPINB9
7197	Sertoli cells	SERPING1
7198	Sertoli cells	CD55
7199	Sertoli cells	CD46
7200	Sertoli cells	CLU
7201	Sertoli cells	FSHR
7202	Sertoli cells	RXRB
7203	Sertoli cells	PRLR
7204	Sertoli cells	SLC16A3
7205	Sertoli cells	EPS8
7206	Sertoli cells	NR1H2
7207	Sertoli cells	BCAR3
7208	Sertoli cells	SOX9
7209	Smooth muscle cells	ACTA2
7210	Smooth muscle cells	CNN1
7211	Smooth muscle cells	HEXIM1
7212	Smooth muscle cells	TAGLN
7213	Smooth muscle cells	RGS5
7214	Smooth muscle cells	WFDC1
7215	Smooth muscle cells	NOTCH3
7216	Smooth muscle cells	RPRM
7217	Smooth muscle cells	DES
7218	Smooth muscle cells	FHL2
7219	Smooth muscle cells	FBLN5
7220	Smooth muscle cells	LOX
7221	Smooth muscle cells	NF2
7222	Smooth muscle cells	ANGPT1
7223	Smooth muscle cells	CRABP1
7224	Smooth muscle cells	MYH11
7225	Smooth muscle cells	FABP4
7226	Smooth muscle cells	ACTC1
7227	Smooth muscle cells	ANKRD1
7228	Smooth muscle cells	OBSCN
7229	Smooth muscle cells	PDE4DIP
7230	Smooth muscle cells	LMO7
7231	Smooth muscle cells	MYH6
7232	Smooth muscle cells	NEXN
7233	Smooth muscle cells	ACTG2
7234	Smooth muscle cells	MUSTN1
7235	Smooth muscle cells	SOD3
7236	Smooth muscle cells	HSPB6
7237	Smooth muscle cells	RRAD
7238	Smooth muscle cells	LMOD1
7239	Smooth muscle cells	ITGA1
7240	Smooth muscle cells	SPEG
7241	Smooth muscle cells	EHD2
7242	Smooth muscle cells	RBPMS2
7243	Smooth muscle cells	MAP3K7CL
7244	Smooth muscle cells	SLC38A11
7245	Smooth muscle cells	GJA4
7246	Smooth muscle cells	KAT2B
7247	Smooth muscle cells	LGR6
7248	Smooth muscle cells	MSRB3
7249	Smooth muscle cells	AKT2
7250	Smooth muscle cells	RASL12
7251	Smooth muscle cells	ZBTB44
7252	Smooth muscle cells	WWP2
7253	Smooth muscle cells	SSPN
7254	Smooth muscle cells	OTUD1
7255	Smooth muscle cells	FAS
7256	Smooth muscle cells	VASN
7257	Smooth muscle cells	PDGFD
7258	Smooth muscle cells	SMOC1
7259	Smooth muscle cells	AAED1
7260	Smooth muscle cells	AOC3
7261	Smooth muscle cells	SEC24D
7262	Smooth muscle cells	KCNAB1
7263	Smooth muscle cells	MYLK4
7264	Smooth muscle cells	KIF1C
7265	Smooth muscle cells	MRVI1
7266	Smooth muscle cells	JPH2
7267	Smooth muscle cells	ITGA9
7268	Smooth muscle cells	KCNMB1
7269	Smooth muscle cells	NOX4
7270	Smooth muscle cells	NOV
7271	Smooth muscle cells	DMPK
7272	Smooth muscle cells	SH3BGR
7273	Smooth muscle cells	ITGA8
7274	Smooth muscle cells	TCF21
7275	Smooth muscle cells	ADAMDEC1
7276	Smooth muscle cells	HHIP
7277	Smooth muscle cells	MFAP5
7278	Smooth muscle cells	SPON2
7279	Smooth muscle cells	LAMB2
7280	Smooth muscle cells	GJC1
7281	Smooth muscle cells	ACKR3
7282	Smooth muscle cells	OGN
7283	Smooth muscle cells	SMTN
7284	Smooth muscle cells	BGN
7285	Smooth muscle cells	MYL9
7286	Smooth muscle cells	MYLK
7287	Smooth muscle cells	PCP4L1
7288	Smooth muscle cells	SNCG
7289	Smooth muscle cells	PLN
7290	Smooth muscle cells	NRP2
7291	Spermatocytes	CAPN1
7292	Spermatocytes	JAKMIP1
7293	Spermatocytes	SMCP
7294	Spermatocytes	GKAP1
7295	Spermatocytes	SPATA33
7296	Spermatocytes	NOTCH3
7297	Spermatocytes	GCNA
7298	Spermatocytes	TP73
7299	Spermatocytes	PGK2
7300	Spermatocytes	ACR
7301	Spermatocytes	SYCP1
7302	Spermatocytes	SYCP2
7303	Spermatocytes	SYCP3
7304	Spermatocytes	TXNDC8
7305	Spermatocytes	TEX101
7306	Spermatocytes	CD46
7307	Spermatocytes	INHBB
7308	Spermatocytes	PRM1
7309	Spermatocytes	PRM2
7310	Spermatocytes	IGF2
7311	Spermatocytes	TNP1
7312	Spermatocytes	OSR2
7313	Spermatozoa	ABHD2
7314	Spermatozoa	HVCN1
7315	Spermatozoa	GPR55
7316	Spermatozoa	ABCA1
7317	Spermatozoa	SLC31A1
7318	Spermatozoa	LDHC
7319	Spermatozoa	PRKAA2
7320	Spermatozoa	HSPA2
7321	Spermatozoa	ODF1
7322	Stromal cells	MMP1
7323	Stromal cells	MMP2
7324	Stromal cells	MMP9
7325	Stromal cells	TLR3
7326	Stromal cells	MME
7327	Stromal cells	PECAM1
7328	Stromal cells	ITGA4
7329	Stromal cells	ICAM3
7330	Stromal cells	ITGAV
7331	Stromal cells	ICAM1
7332	Stromal cells	VCAM1
7333	Stromal cells	KIT
7334	Stromal cells	PDGFRA
7335	Stromal cells	PDGFRB
7336	Stromal cells	MADCAM1
7337	Stromal cells	B4GALNT1
7338	Stromal cells	TLR1
7339	Stromal cells	TLR2
7340	Stromal cells	TLR4
7341	Stromal cells	CDH11
7342	Stromal cells	CALB2
7343	Stromal cells	DES
7344	Stromal cells	MMRN2
7345	Stromal cells	CD248
7346	Stromal cells	FAP
7347	Stromal cells	LAMC2
7348	Stromal cells	SNED1
7349	Stromal cells	TNC
7350	Stromal cells	LUM
7351	Stromal cells	COL15A1
7352	Stromal cells	GDF10
7353	Stromal cells	COL4A1
7354	Stromal cells	BMP4
7355	Stromal cells	WNT2
7356	Stromal cells	BMP5
7357	T cells	CD3D
7358	T cells	CD3G
7359	T cells	CD3E
7360	T cells	HOPX
7361	T cells	CCL3
7362	T cells	CCL4
7363	T cells	GIMAP2
7364	T cells	SYT3
7365	T cells	NOTCH3
7366	T cells	SEMA6D
7367	T cells	DKK3
7368	T cells	IFIT3
7369	T cells	CERK
7370	T cells	PMCH
7371	T cells	CD4
7372	T cells	LTB
7373	T cells	CXCR6
7374	T cells	IL7R
7375	T cells	SATB1
7376	T cells	LEF1
7377	T cells	ITK
7378	T cells	TRBC2
7379	T cells	PTPRCAP
7380	T cells	GEM
7381	T cells	CD7
7382	T cells	MAFF
7383	T cells	TGIF1
7384	T cells	RORA
7385	T cells	TNFAIP3
7386	T cells	CREM
7387	T cells	PXDC1
7388	T cells	NABP1
7389	T cells	FAM110A
7390	T cells	EEF1B2P3
7391	T cells	TRAC
7392	T cells	CD69
7393	T cells	PFN1P1
7394	T cells	IL32
7395	T cells	CXCR4
7396	T cells	SEPT1
7397	T cells	BCL2
7398	T cells	CYTL1
7399	T cells	CD2
7400	T cells	CTSW
7401	T cells	PTPN22
7402	T cells	TXK
7403	T cells	GDPD3
7404	T cells	TRAF1
7405	T cells	IL2RA
7406	T cells	CD8B
7407	T cells	BATF3
7408	T cells	GZMH
7409	T cells	LAG3
7410	T cells	GZMK
7411	T cells	GZMB
7412	T cells	SH2D1A
7413	T cells	MYO1G
7414	T cells	FMNL1
7415	T cells	S1PR4
7416	T cells	CD247
7417	T cells	GIMAP5
7418	T cells	CD28
7419	T cells	CD160
7420	T cells	TRDC
7421	T cells	RHOH
7422	T cells	KLRB1
7423	T cells	CCR2
7424	T cells	IL2RB
7425	T cells	CD163L1
7426	T cells	MBD2
7427	T cells	ICOS
7428	T cells	IL18R1
7429	T cells	TNFRSF4
7430	T cells	CCL20
7431	T cells	CLEC2D
7432	T cells	CD8A
7433	T cells	CD6
7434	T cells	S100A4
7435	T cells	CCL5
7436	T cells	LCK
7437	T cells	CD81
7438	T cells	THY1
7439	T cells	LAT
7440	T cells	SKAP1
7441	T cells	TCF7
7442	T cells	CCR7
7443	T cells	MYB
7444	T cells	CCL4L2
7445	T cells	PYHIN1
7446	T cells	GZMA
7447	T cells	JUNB
7448	T cells	DUSP2
7449	T cells	IFNG
7450	T cells	CD52
7451	T cells	BRAF
7452	T cells naive	CD3D
7453	T cells naive	CD4
7454	T cells naive	SELL
7455	T cells naive	CCR7
7456	T cytotoxic cells	CD2
7457	T cytotoxic cells	CD27
7458	T cytotoxic cells	CD28
7459	T cytotoxic cells	CD5
7460	T cytotoxic cells	CD69
7461	T cytotoxic cells	CD8A
7462	T cytotoxic cells	GZMB
7463	T cytotoxic cells	TRAC
7464	T follicular helper cells	BCL6
7465	T follicular helper cells	CD3D
7466	T follicular helper cells	CD4
7467	T follicular helper cells	CD84
7468	T follicular helper cells	IL6R
7469	T follicular helper cells	SLAMF1
7470	T follicular helper cells	CD40LG
7471	T follicular helper cells	CXCR5
7472	T follicular helper cells	TNFSF4
7473	T follicular helper cells	ICOS
7474	T follicular helper cells	PDCD1
7475	T follicular helper cells	CD200
7476	T follicular helper cells	P2RX7
7477	T helper cells	IFNG
7478	T helper cells	IL2
7479	T helper cells	TBX21
7480	T helper cells	DPP4
7481	T helper cells	KLRD1
7482	T helper cells	CXCR3
7483	T helper cells	CCR1
7484	T helper cells	CCR5
7485	T helper cells	TNFSF11
7486	T helper cells	HAVCR2
7487	T helper cells	IL18R1
7488	T helper cells	LTBR
7489	T helper cells	TNF
7490	T helper cells	LTA
7491	T helper cells	GATA3
7492	T helper cells	CSF2
7493	T helper cells	IL4
7494	T helper cells	IL5
7495	T helper cells	IL6
7496	T helper cells	IL10
7497	T helper cells	IL13
7498	T helper cells	CCR8
7499	T helper cells	CXCR4
7500	T helper cells	CCR3
7501	T helper cells	CCR7
7502	T helper cells	ICOS
7503	T helper cells	PTGDR2
7504	T helper cells	HAVCR1
7505	T helper cells	IL1R2
7506	T helper cells	IRF4
7507	T helper cells	STAT6
7508	T helper cells	IL17A
7509	T helper cells	IL17F
7510	T helper cells	IL21
7511	T helper cells	IL22
7512	T helper cells	RORA
7513	T helper cells	RORC
7514	T helper cells	CD38
7515	T helper cells	KLRB1
7516	T helper cells	AHR
7517	T helper cells	CCR10
7518	T helper cells	CD3D
7519	T helper cells	CD4
7520	T helper cells	CCR4
7521	T helper cells	CCR6
7522	T helper cells	IL9
7523	T helper cells	CD2
7524	T helper cells	CD28
7525	T helper cells	CD5
