	cell_type	gene
5912	Pancreatic progenitor cells	PDX1
5913	Pancreatic progenitor cells	PTF1A
5914	Pancreatic progenitor cells	CXCR4
5915	Pancreatic progenitor cells	ISL1
5916	Pancreatic progenitor cells	NKX2-2
5917	Pancreatic progenitor cells	EPAS1
5918	Pancreatic progenitor cells	ARX
5919	Pancreatic progenitor cells	NEUROG3
5920	Pancreatic progenitor cells	SOX9
5921	Pancreatic progenitor cells	RPL23A
5922	Pancreatic progenitor cells	CTNNB1
5923	Pancreatic progenitor cells	YAP1
5924	Pancreatic progenitor cells	RGS16
5925	Pancreatic progenitor cells	MFNG
5926	Pancreatic stellate cells	TIMP1
5927	Pancreatic stellate cells	RGS5
5928	Pancreatic stellate cells	SPON2
5929	Pancreatic stellate cells	GEM
5930	Pancreatic stellate cells	DYNLT1
5931	Pancreatic stellate cells	PDGFRB
5932	Pancreatic stellate cells	KRT10
5933	Pancreatic stellate cells	CYGB
5934	Pancreatic stellate cells	CTGF
5935	Pancreatic stellate cells	MMP14
5936	Pancreatic stellate cells	NDUFA4L2
5937	Pancreatic stellate cells	PDGFRA
5938	Pancreatic stellate cells	INHBA
5939	Pancreatic stellate cells	TGFB1
5940	Pancreatic stellate cells	COL6A1
5941	Pancreatic stellate cells	MMP11
5942	Pancreatic stellate cells	FN1
5943	Pancreatic stellate cells	COL4A1
5944	Pancreatic stellate cells	COL6A2
5945	Pancreatic stellate cells	MGP
5946	Pancreatic stellate cells	COL3A1
5947	Pancreatic stellate cells	SPARC
5948	Pancreatic stellate cells	COL1A1
5949	Pancreatic stellate cells	TIMP3
5950	Pancreatic stellate cells	TNFAIP6
5951	Pancreatic stellate cells	COL1A2
5952	Pancreatic stellate cells	SFRP2
5953	Pancreatic stellate cells	COL6A3
5954	Pancreatic stellate cells	THY1
5955	Paneth cells	DEFA5
5956	Paneth cells	MMP7
5957	Paneth cells	AGR2
5958	Paneth cells	DEFA1
5959	Paneth cells	DEFA6
5960	Paneth cells	CSF2
5961	Paneth cells	LYZ
5962	Paneth cells	PLA2G2A
5963	Paneth cells	PRSS1
5964	Paneth cells	GUCA2B
5965	Paneth cells	MUC2
5966	Paneth cells	CLCA1
5967	Paneth cells	GUCA2A
5968	Paneth cells	REG3G
5969	Paneth cells	ITLN1
5970	Paneth cells	RETNLB
5971	Paneth cells	GPX2
5972	Paneth cells	LGALS2
5973	Paneth cells	SPINK4
5974	Paneth cells	FABP4
5975	Paneth cells	CFD
5976	Paneth cells	ADIPOQ
5977	Paneth cells	PNLIPRP2
5978	Paneth cells	DMBT1
5979	Paneth cells	NOD2
5980	Paneth cells	LGR4
5981	Paneth cells	RIPK2
5982	Paneth cells	TLR5
5983	Paneth cells	WNT3
5984	Paneth cells	KCNN4
5985	Paneth cells	RAP1A
5986	Paneth cells	ATG16L1
5987	Paneth cells	WNT9B
5988	Paneth cells	DLL4
5989	Paneth cells	IL4R
5990	Paneth cells	TLR9
5991	Paneth cells	CTNNB1
5992	Paneth cells	DLL1
5993	Paneth cells	TM4SF20
5994	Paneth cells	DEFA3
5995	Paneth cells	MPTX1
5996	Paneth cells	KLF15
5997	Parathyroid chief cells	KL
5998	Parathyroid chief cells	CASR
5999	Parathyroid chief cells	VDR
6000	Parathyroid chief cells	FGFR1
6001	Parathyroid chief cells	CYP27B1
6002	Parathyroid chief cells	LRP2
6003	Parathyroid chief cells	PTH
6004	Parathyroid chief cells	RAB3A
6005	Parietal cells	CD24
6006	Parietal cells	PODXL
6007	Parietal cells	KCNQ1
6008	Parietal cells	PTCH1
6009	Parietal cells	SHH
6010	Parietal cells	HIP1R
6011	Parietal cells	HAMP
6012	Parietal cells	KCNE2
6013	Parietal cells	HDC
6014	Parietal cells	ASAP3
6015	Parietal cells	SLC12A6
6016	Parietal cells	AQP4
6017	Parietal cells	ATP4B
6018	Parietal cells	BMI1
6019	Peri-islet Schwann cells	MPZ
6020	Peri-islet Schwann cells	EGFL8
6021	Peri-islet Schwann cells	GFRA1
6022	Peri-islet Schwann cells	OLFML2A
6023	Peri-islet Schwann cells	GULP1
6024	Peri-islet Schwann cells	SLITRK6
6025	Peri-islet Schwann cells	VGLL3
6026	Peri-islet Schwann cells	GFRA3
6027	Peri-islet Schwann cells	INSC
6028	Peri-islet Schwann cells	SLITRK2
6029	Peri-islet Schwann cells	FIGN
6030	Peri-islet Schwann cells	LRRTM1
6031	Peri-islet Schwann cells	SEMA3B
6032	Peri-islet Schwann cells	NGFR
6033	Peri-islet Schwann cells	PNLIPRP1
6034	Peri-islet Schwann cells	GFRA2
6035	Pericytes	PECAM1
6036	Pericytes	PDGFRB
6037	Pericytes	CSPG4
6038	Pericytes	ANPEP
6039	Pericytes	ACTA2
6040	Pericytes	DES
6041	Pericytes	RGS5
6042	Pericytes	ABCC9
6043	Pericytes	KCNJ8
6044	Pericytes	CD248
6045	Pericytes	DLK1
6046	Pericytes	TEK
6047	Pericytes	NOTCH3
6048	Pericytes	GLI1
6049	Pericytes	ICAM1
6050	Pericytes	ADM
6051	Pericytes	ANGPT1
6052	Pericytes	VEGFA
6053	Pericytes	ZIC1
6054	Pericytes	FOXC1
6055	Pericytes	POSTN
6056	Pericytes	COX4I2
6057	Pericytes	HIGD1B
6058	Pericytes	PDZD2
6059	Pericytes	HSD11B1
6060	Pericytes	MCAM
6061	Pericytes	MXRA8
6062	Pericytes	PDE5A
6063	Pericytes	NR1H3
6064	Pericytes	SERPING1
6065	Pericytes	EMID1
6066	Pericytes	ECM1
6067	Pericytes	COLEC11
6068	Pericytes	RARRES2
6069	Pericytes	REM1
6070	Pericytes	ASPN
6071	Pericytes	CYGB
6072	Pericytes	FABP4
6073	Pericytes	VTN
6074	Pericytes	STEAP4
6075	Pericytes	NDUFA4L2
6076	Pericytes	SLC38A11
6077	Pericytes	ATP13A5
6078	Pericytes	AOC3
6079	Pericytes	ANGPT2
6080	Pericytes	INPP4B
6081	Pericytes	GPIHBP1
6082	Pericytes	VIM
6083	Pericytes	PTH1R
6084	Pericytes	IFITM1
6085	Pericytes	TBX18
6086	Pericytes	NT5E
6087	Pericytes	MFGE8
6088	Pericytes	ALPL
6089	Pericytes	COL1A1
6090	Pericytes	MYO1B
6091	Pericytes	COG7
6092	Pericytes	P2RY14
6093	Pericytes	HEYL
6094	Pericytes	GNB4
6095	Pericytes	MSX1
6096	Pericytes	CTGF
6097	Peritubular myoid cells	SAT2
6098	Peritubular myoid cells	LAMC3
6099	Peritubular myoid cells	APOA1
6100	Peritubular myoid cells	MYLIP
6101	Peritubular myoid cells	TMEM98
6102	Peritubular myoid cells	CYP1B1
6103	Peritubular myoid cells	KCNMB1
6104	Peritubular myoid cells	RARRES2
6105	Peritubular myoid cells	GSTM3
6106	Peritubular myoid cells	RNASE1
6107	Peritubular myoid cells	CILP
6108	Peritubular myoid cells	RASD1
6109	Peritubular myoid cells	ALDH1A3
6110	Peritubular myoid cells	INTS6
6111	Peritubular myoid cells	EPHX1
6112	Peritubular myoid cells	OSR2
6113	Peritubular myoid cells	C7
6114	Peritubular myoid cells	COL15A1
6115	Peritubular myoid cells	LAMB2
6116	Peritubular myoid cells	MYH11
6117	Peritubular myoid cells	TPM1
6118	Peritubular myoid cells	TPM2
6119	Peritubular myoid cells	TPM4
6120	Peritubular myoid cells	MYL9
6121	Peritubular myoid cells	WNT2B
6122	Photoreceptor cells	RCVRN
6123	Photoreceptor cells	PDC
6124	Photoreceptor cells	NRL
6125	Photoreceptor cells	NR2E3
6126	Photoreceptor cells	SAG
6127	Photoreceptor cells	RHO
6128	Photoreceptor cells	ROM1
6129	Photoreceptor cells	CRX
6130	Photoreceptor cells	PDE6G
6131	Photoreceptor cells	TPBG
6132	Photoreceptor cells	GABRA1
6133	Photoreceptor cells	PCBP3
6134	Photoreceptor cells	FRMD3
6135	Photoreceptor cells	ADAMTS5
6136	Photoreceptor cells	RD3L
6137	Photoreceptor cells	GABRG2
6138	Photoreceptor cells	CNTN4
6139	Photoreceptor cells	RNF152
6140	Photoreceptor cells	SYNE1
6141	Photoreceptor cells	SEBOX
6142	Photoreceptor cells	HSPA12A
6143	Photoreceptor cells	CNTNAP2
6144	Photoreceptor cells	NLK
6145	Photoreceptor cells	NTNG1
6146	Photoreceptor cells	GLS
6147	Photoreceptor cells	STX3
6148	Photoreceptor cells	GRM6
6149	Photoreceptor cells	STRIP2
6150	Photoreceptor cells	CHGA
6151	Photoreceptor cells	RNPC3
6152	Photoreceptor cells	VSTM2B
6153	Photoreceptor cells	CACNA2D4
6154	Photoreceptor cells	VSX2
6155	Photoreceptor cells	TRNP1
6156	Photoreceptor cells	NEUROD4
6157	Photoreceptor cells	GNB3
6158	Photoreceptor cells	OTX2
6159	Photoreceptor cells	CACNA2D3
6160	Photoreceptor cells	LIN7A
6161	Photoreceptor cells	CCDC136
6162	Photoreceptor cells	NDNF
6163	Photoreceptor cells	GNG13
6164	Photoreceptor cells	PROX1
6165	Photoreceptor cells	GPR179
6166	Photoreceptor cells	CABP5
6167	Photoreceptor cells	KCNMA1
6168	Photoreceptor cells	LRTM1
6169	Photoreceptor cells	PRKCA
6170	Photoreceptor cells	QPCT
6171	Photoreceptor cells	CPLX3
6172	Photoreceptor cells	B3GALT2
6173	Photoreceptor cells	ISL1
6174	Photoreceptor cells	PCP2
6175	Pinealocytes	ASMT
6176	Pinealocytes	ADRB1
6177	Pinealocytes	TPH1
6178	Pinealocytes	SAG
6179	Pinealocytes	GNGT1
6180	Pinealocytes	GNGT2
6181	Pinealocytes	ROM1
6182	Pinealocytes	CRX
6183	Pinealocytes	CNGB1
6184	Pinealocytes	CNGA1
6185	Pinealocytes	PDE6C
6186	Pinealocytes	SLC6A6
6187	Pinealocytes	ADRA1B
6188	Pinealocytes	DRD4
6189	Pinealocytes	CHRNA3
6190	Pinealocytes	CHRNB4
6191	Pinealocytes	NEUROD1
6192	Pinealocytes	PDE6B
6193	Pinealocytes	CACNA1F
6194	Pinealocytes	GNG13
6195	Pinealocytes	AANAT
6196	Pinealocytes	CREM
6197	Pinealocytes	PDE10A
6198	Pinealocytes	PMEPA1
6199	Plasma cells	SDC1
6200	Plasma cells	IRF4
6201	Plasma cells	CD38
6202	Plasma cells	PRDM1
6203	Plasma cells	CD93
6204	Plasma cells	CD27
6205	Plasma cells	ENPP1
6206	Plasma cells	KLF4
6207	Plasma cells	MS4A4A
6208	Plasma cells	PIAS1
6209	Plasma cells	CYCS
6210	Plasma cells	DIABLO
6211	Plasma cells	HTRA2
6212	Plasma cells	MS4A1
6213	Plasma cells	CD9
6214	Plasma cells	CD19
6215	Plasma cells	CD24
6216	Plasma cells	CD37
6217	Plasma cells	CD40
6218	Plasma cells	CD74
6219	Plasma cells	CXCR4
6220	Plasma cells	GZMB
6221	Plasma cells	TNFRSF17
6222	Plasma cells	TNFRSF13B
6223	Plasma cells	FCGR2B
6224	Plasma cells	CCR10
6225	Plasma cells	ABCB9
6226	Plasma cells	AMPD1
6227	Plasma cells	ANGPT4
6228	Plasma cells	ATXN8OS
6229	Plasma cells	C11ORF80
6230	Plasma cells	CD79A
6231	Plasma cells	DENND5B
6232	Plasma cells	EAF2
6233	Plasma cells	FCRL2
6234	Plasma cells	GNG7
6235	Plasma cells	GPR25
6236	Plasma cells	GUSBP11
6237	Plasma cells	HIST1H2AE
6238	Plasma cells	HIST1H2BG
6239	Plasma cells	HLA-DOB
6240	Plasma cells	IGHD
6241	Plasma cells	IGHE
6242	Plasma cells	IGHM
6243	Plasma cells	IGKC
6244	Plasma cells	IGLL3P
6245	Plasma cells	KCNA3
6246	Plasma cells	KCNG2
6247	Plasma cells	LIME1
6248	Plasma cells	MAN1A1
6249	Plasma cells	MANEA
6250	Plasma cells	MAST1
6251	Plasma cells	MROH7
6252	Plasma cells	MZB1
6253	Plasma cells	P2RX5
6254	Plasma cells	PAX7
6255	Plasma cells	PDK1
6256	Plasma cells	PNOC
6257	Plasma cells	RASGRP3
6258	Plasma cells	REN
6259	Plasma cells	RGS13
6260	Plasma cells	RPL3P7
6261	Plasma cells	SIK1
6262	Plasma cells	SPAG4
6263	Plasma cells	ST6GALNAC4
6264	Plasma cells	TGM5
6265	Plasma cells	TMEM156
6266	Plasma cells	UGT2B17
6267	Plasma cells	ZBP1
6268	Plasma cells	ZNF165
6269	Plasma cells	IGLC2
6270	Plasma cells	IGHG1
6271	Plasma cells	IGHG2
6272	Plasma cells	IGHG3
6273	Plasma cells	IGHGP
6274	Plasma cells	IGLC3
6275	Plasma cells	JCHAIN
6276	Plasma cells	IGHA1
6277	Plasma cells	IGHG4
6278	Plasma cells	IGHA2
6279	Plasma cells	IGLV3-1
6280	Plasma cells	IGLC7
6281	Plasma cells	SSR4
6282	Plasma cells	IL16
6283	Plasma cells	BHLHA15
6284	Plasma cells	PPIB
6285	Plasmacytoid dendritic cells	CD4
6286	Plasmacytoid dendritic cells	CD8A
6287	Plasmacytoid dendritic cells	CD40
6288	Plasmacytoid dendritic cells	CD80
6289	Plasmacytoid dendritic cells	CD83
6290	Plasmacytoid dendritic cells	LILRA4
6291	Plasmacytoid dendritic cells	CD86
6292	Plasmacytoid dendritic cells	IL3RA
6293	Plasmacytoid dendritic cells	CCR7
6294	Plasmacytoid dendritic cells	CLEC4C
6295	Plasmacytoid dendritic cells	CXCR3
6296	Plasmacytoid dendritic cells	TRADD
6297	Plasmacytoid dendritic cells	ARHGAP9
6298	Plasmacytoid dendritic cells	LAMP5
6299	Plasmacytoid dendritic cells	GPR183
6300	Plasmacytoid dendritic cells	MAP3K2
6301	Plasmacytoid dendritic cells	TNFSF13B
6302	Plasmacytoid dendritic cells	PTCRA
6303	Plasmacytoid dendritic cells	ERN1
6304	Plasmacytoid dendritic cells	ETV6
6305	Plasmacytoid dendritic cells	MAP3K8
6306	Plasmacytoid dendritic cells	FAM129C
6307	Plasmacytoid dendritic cells	SPIB
6308	Plasmacytoid dendritic cells	GZMB
6309	Plasmacytoid dendritic cells	CXCR4
6310	Plasmacytoid dendritic cells	PACSIN1
6311	Plasmacytoid dendritic cells	TLR7
6312	Plasmacytoid dendritic cells	TLR9
6313	Plasmacytoid dendritic cells	IRF7
6314	Plasmacytoid dendritic cells	IRF8
6315	Plasmacytoid dendritic cells	IGLL1
6316	Plasmacytoid dendritic cells	CUX2
6317	Plasmacytoid dendritic cells	MCTP2
6318	Plasmacytoid dendritic cells	KLK1
6319	Plasmacytoid dendritic cells	BLNK
6320	Plasmacytoid dendritic cells	GRM8
6321	Plasmacytoid dendritic cells	PRKCA
6322	Plasmacytoid dendritic cells	CDH1
6323	Plasmacytoid dendritic cells	IL17RB
6324	Plasmacytoid dendritic cells	CARD6
6325	Plasmacytoid dendritic cells	CLEC4G
6326	Plasmacytoid dendritic cells	S100A8
6327	Plasmacytoid dendritic cells	JCHAIN
6328	Plasmacytoid dendritic cells	SERPINF1
6329	Plasmacytoid dendritic cells	ITM2C
6330	Plasmacytoid dendritic cells	TCF4
6331	Plasmacytoid dendritic cells	BCL11A
6332	Plasmacytoid dendritic cells	MZB1
6333	Plasmacytoid dendritic cells	DERL3
6334	Plasmacytoid dendritic cells	ZFAT
6335	Plasmacytoid dendritic cells	NRP1
6336	Plasmacytoid dendritic cells	SLC15A4
6337	Plasmacytoid dendritic cells	CCR9
6338	Plasmacytoid dendritic cells	IRF5
6339	Plasmacytoid dendritic cells	BST2
6340	Platelets	CCL5
6341	Platelets	VEGFA
6342	Platelets	PECAM1
6343	Platelets	FCGR2A
6344	Platelets	CD36
6345	Platelets	ITGA2B
6346	Platelets	GP1BA
6347	Platelets	SPN
6348	Platelets	CD46
6349	Platelets	ITGA2
6350	Platelets	ITGB3
6351	Platelets	SELP
6352	Platelets	CD69
6353	Platelets	CD84
6354	Platelets	CD109
6355	Platelets	CCR3
6356	Platelets	CD226
6357	Platelets	TNFSF14
6358	Platelets	LRRC32
6359	Platelets	LTBR
6360	Platelets	PF4
6361	Platelets	GP5
6362	Platelets	F13A1
6363	Platelets	THBS1
6364	Platelets	ABCC4
6365	Platelets	BIN2
6366	Platelets	FERMT3
6367	Platelets	PTCRA
6368	Platelets	TUBB1
6369	Platelets	GP9
6370	Platelets	NCOA4
6371	Platelets	RGS18
6372	Platelets	PPBP
6373	Platelets	DAB2
6374	Platelets	HFE
6375	Platelets	CXCR4
6376	Platelets	CLEC1B
6377	Platelets	MPL
6378	Platelets	F5
6379	Platelets	TREML1
6380	Platelets	P2RY12
6381	Platelets	PRKAR2B
6382	Platelets	STX11
6383	Platelets	MFSD2B
6384	Platelets	ALOX12
6385	Platelets	PLEK
6386	Platelets	SELPLG
6387	Platelets	ADGRE5
6388	Platelets	CD40
6389	Platelets	ERO1A
6390	Platelets	CD9
6391	Platelets	F11R
6392	Platelets	TLR4
6393	Platelets	CRLF2
6394	Platelets	IL1A
6395	Platelets	SCARB1
6396	Platelets	ADAM10
6397	Platelets	CCR1
6398	Platelets	CCR4
6399	Platelets	F2R
6400	Platelets	NRGN
6401	Platelets	OST4
6402	Platelets	SPARC
6403	Platelets	GP1BB
6404	Platelets	GPX1
6405	Platelets	CAVIN2
6406	Platelets	PPDPF
6407	Platelets	MYL9
6408	Platelets	MAP3K7CL
6409	Platelets	PTGS1
6410	Platelets	GNG11
6411	Platelets	GRAP2
6412	Platelets	CTSA
6413	Platelets	MPIG6B
6414	Platelets	HIST1H3H
6415	Platelets	WIPF1
6416	Platelets	C2ORF88
6417	Platelets	ARHGDIB
6418	Platelets	CDKN2D
6419	Platelets	CA2
6420	Platelets	HLA-A
6421	Platelets	PDLIM1
6422	Platelets	PDZK1IP1
6423	Platelets	AGPAT1
6424	Platelets	SMOX
6425	Platelets	SRGN
6426	Platelets	HIST1H2BK
6427	Platelets	SH3BGRL2
6428	Platelets	ATP2A3
6429	Platelets	ALDH2
6430	Platelets	ALOX5AP
6431	Platelets	RAP1B
6432	Platelets	FHL1
6433	Platelets	VWF
6434	Platelets	LAPTM5
6435	Platelets	RASGRP2
6436	Platelets	HIST1H2BC
6437	Platelets	SLC2A3
6438	Platelets	ARHGAP10
6439	Platelets	RTL8B
6440	Platelets	TREML2
6441	Platelets	MMRN1
6442	Platelets	ILK
6443	Platelets	NOD2
6444	Platelets	NOX5
6445	Platelets	SERPINE1
6446	Platelets	MAPK14
6447	Platelets	ABCA3
6448	Platelets	CXCL14
6449	Platelets	ESAM
6450	Platelets	PREX1
6451	Platelets	S100A9
6452	Platelets	ATP8A1
6453	Platelets	PRKCD
6454	Platelets	PTGS2
6455	Platelets	F7
6456	Platelets	SLC26A4
6457	Platelets	PALLD
6458	Platelets	SLC17A9
6459	Platelets	IL33
6460	Platelets	SIRT3
6461	Platelets	CYP2U1
6462	Platelets	TLR1
6463	Platelets	TLR6
6464	Platelets	BGLAP
6465	Platelets	LGALS8
6466	Platelets	ITGB2
6467	Platelets	CD40LG
6468	Platelets	ANGPT1
6469	Platelets	ACKR3
6470	Pluripotent stem cells	PRMT8
6471	Pluripotent stem cells	NCOA5
6472	Pluripotent stem cells	TRIM32
6473	Pluripotent stem cells	PRDM14
6474	Pluripotent stem cells	FGF4
6475	Pluripotent stem cells	NANOG
6476	Pluripotent stem cells	POU5F1
6477	Pluripotent stem cells	MSH2
6478	Pluripotent stem cells	GATA2
6479	Pluripotent stem cells	ZFX
6480	Pluripotent stem cells	TERF1
6481	Pluripotent stem cells	TEX19
6482	Pluripotent stem cells	TERT
6483	Pluripotent stem cells	ZNF296
6484	Pluripotent stem cells	NAP1L1
6485	Pluripotent stem cells	SOX2
6486	Pluripotent stem cells	ALPL
6487	Pluripotent stem cells	HK2
6488	Pluripotent stem cells	SPN
6489	Pluripotent stem cells	ESRP1
6490	Podocytes	PODXL
6491	Podocytes	ADAMTS13
6492	Podocytes	LCN2
6493	Podocytes	VEGFA
6494	Podocytes	SLC2A4
6495	Podocytes	NLRP3
6496	Podocytes	SYNPO
6497	Podocytes	NPHS1
6498	Podocytes	NPHS2
6499	Podocytes	LAMA3
6500	Podocytes	FOXC2
6501	Podocytes	WT1
6502	Podocytes	CD80
6503	Podocytes	DES
6504	Podocytes	PTPRO
6505	Podocytes	LMX1B
6506	Podocytes	MYOC
6507	Podocytes	CDH13
6508	Podocytes	SEMA3G
6509	Podocytes	THSD7A
6510	Podocytes	MAFB
6511	Podocytes	ENPEP
6512	Podocytes	CLIC5
6513	Podocytes	RAB3B
6514	Podocytes	DPP4
6515	Podocytes	ANGPTL2
6516	Podocytes	ITGB5
6517	Podocytes	RHPN1
6518	Podocytes	BCAM
6519	Podocytes	MAGI2
6520	Podocytes	COL4A3
6521	Podocytes	EFNB1
6522	Podocytes	NPR1
6523	Podocytes	PLOD2
6524	Podocytes	SRGAP1
6525	Podocytes	LAMB2
6526	Podocytes	NPR3
6527	Podocytes	ITGA3
6528	Podocytes	PLCE1
6529	Podocytes	PROS1
6530	Podocytes	MERTK
6531	Podocytes	MYO1D
6532	Podocytes	TCF21
6533	Podocytes	TNS2
6534	Podocytes	ADM
6535	Podocytes	OPTN
6536	Podocytes	PARD3B
6537	Podocytes	SEMA3E
6538	Podocytes	MYO1E
6539	Podocytes	NEBL
6540	Podocytes	SH2D4A
6541	Podocytes	TDRD5
6542	Podocytes	PTH1R
6543	Podocytes	IQGAP2
6544	Podocytes	CTGF
6545	Podocytes	FAT1
6546	Podocytes	ILDR2
6547	Podocytes	FOXD1
6548	Podocytes	TRIB2
6549	Podocytes	LOXL2
6550	Podocytes	COL4A5
6551	Podocytes	FOXC1
6552	Podocytes	PLEKHH2
6553	Podocytes	CTNNAL1
6554	Podocytes	DACH1
6555	Podocytes	SULF1
6556	Podocytes	HSPB8
6557	Podocytes	KANK1
6558	Podocytes	ADCY1
6559	Podocytes	DOCK5
6560	Podocytes	CRB2
6561	Podocytes	LRRC49
6562	Podocytes	CORO2B
6563	Podocytes	ARHGAP24
6564	Podocytes	GPRC5A
6565	Podocytes	COL4A4
6566	Podocytes	AIF1L
6567	Podocytes	MET
6568	Podocytes	EPB41L5
6569	Podocytes	DOCK1
6570	Podocytes	AJUBA
6571	Podocytes	CD2AP
6572	Podocytes	GOLIM4
6573	Podocytes	ZBTB8A
6574	Podocytes	TOB1
6575	Podocytes	WSB2
6576	Podocytes	EMC2
6577	Podocytes	EHD4
6578	Podocytes	ZFP91
6579	Podocytes	ETF1
6580	Podocytes	EMC7
6581	Podocytes	LUC7L2
6582	Podocytes	MAPT
6583	Podocytes	CDKN1C
6584	Principal cells	AQP2
6585	Principal cells	SCNN1A
6586	Principal cells	AQP3
6587	Principal cells	KCNJ1
6588	Principal cells	AVPR2
6589	Principal cells	SCNN1G
6590	Principal cells	HSD11B2
6591	Principal cells	FXYD4
6592	Principal cells	APELA
6593	Principal cells	NPNT
6594	Principal cells	SCNN1B
6595	Principal cells	KCNE1
6596	Principal cells	CDH16
6597	Principal cells	ADGRG1
6598	Principal cells	TSPAN8
6599	Principal cells	CDO1
6600	Principal cells	TMEM45B
6601	Principal cells	TACSTD2
6602	Principal cells	PDZK1IP1
6603	Principal cells	L1CAM
6604	Principal cells	CLDN4
6605	Principal cells	TBCK
6606	Principal cells	TMEM229A
6607	Principal cells	GPRC5B
6608	Principal cells	PHACTR1
6609	Principal cells	CELSR2
6610	Principal cells	FZD7
6611	Principal cells	SLC2A9
6612	Principal cells	RNF186
6613	Principal cells	TRPV5
6614	Principal cells	STC1
6615	Principal cells	PELI2
6616	Principal cells	KLK1
6617	Principal cells	ACER2
6618	Principal cells	AQP4
6619	Principal cells	FZD1
6620	Principal cells	GATA3
6621	Principal cells	LGALS3
6622	Principal cells	PTGES
6623	Principal cells	TSPAN1
6624	Principal cells	NR3C2
6625	Principal cells	HES1
6626	Proximal tubule cells	AQP1
6627	Proximal tubule cells	CLDN2
6628	Proximal tubule cells	DPP4
6629	Proximal tubule cells	ENPEP
6630	Proximal tubule cells	SLC36A2
6631	Proximal tubule cells	SLC5A1
6632	Proximal tubule cells	SLC6A18
6633	Proximal tubule cells	SLC6A19
6634	Proximal tubule cells	SLC5A2
6635	Proximal tubule cells	LRP2
6636	Proximal tubule cells	PDZK1
6637	Proximal tubule cells	MIOX
6638	Proximal tubule cells	SLC34A1
6639	Proximal tubule cells	TTC36
6640	Proximal tubule cells	ASS1
6641	Proximal tubule cells	PCK1
6642	Proximal tubule cells	FUT9
6643	Proximal tubule cells	KHK
6644	Proximal tubule cells	SLC4A4
6645	Proximal tubule cells	GLYAT
6646	Proximal tubule cells	FBP1
6647	Proximal tubule cells	SLC22A6
6648	Proximal tubule cells	SLC22A12
6649	Proximal tubule cells	SLC47A1
6650	Proximal tubule cells	NOX4
6651	Proximal tubule cells	SLC17A1
6652	Proximal tubule cells	SLC13A3
6653	Proximal tubule cells	CYP2E1
6654	Proximal tubule cells	SLC22A8
6655	Proximal tubule cells	FOLR1
6656	Proximal tubule cells	SLC7A13
6657	Proximal tubule cells	AK4
6658	Proximal tubule cells	SLC5A8
6659	Proximal tubule cells	SLC22A1
6660	Proximal tubule cells	GHR
6661	Proximal tubule cells	UPB1
6662	Proximal tubule cells	SLC17A3
6663	Proximal tubule cells	GCDH
6664	Proximal tubule cells	GSTZ1
6665	Proximal tubule cells	ASL
6666	Proximal tubule cells	FAH
6667	Proximal tubule cells	TMEM106A
6668	Proximal tubule cells	GSTA2
6669	Proximal tubule cells	CRYL1
6670	Proximal tubule cells	SLC5A12
6671	Proximal tubule cells	AOAH
6672	Proximal tubule cells	SLC13A1
6673	Proximal tubule cells	ABCC2
6674	Proximal tubule cells	PKHD1
6675	Proximal tubule cells	SLC9A8
6676	Proximal tubule cells	SCIN
6677	Proximal tubule cells	ALPL
6678	Proximal tubule cells	G6PC
6679	Proximal tubule cells	SLC22A13
6680	Proximal tubule cells	SLC22A7
6681	Proximal tubule cells	SLC16A9
6682	Proximal tubule cells	AGXT2
6683	Proximal tubule cells	SORD
6684	Proximal tubule cells	SOD3
6685	Proximal tubule cells	HNF4A
6686	Proximal tubule cells	NME4
6687	Proximal tubule cells	APOE
6688	Proximal tubule cells	HGD
6689	Proximal tubule cells	OSGIN1
6690	Proximal tubule cells	HSD11B1
6691	Proximal tubule cells	SERPINF2
6692	Proximal tubule cells	HAAO
6693	Proximal tubule cells	PPIC
6694	Proximal tubule cells	TFF3
6695	Proximal tubule cells	GNG13
6696	Proximal tubule cells	SLC23A3
6697	Proximal tubule cells	GC
6698	Proximal tubule cells	CACNG5
6699	Proximal tubule cells	TGFBI
6700	Proximal tubule cells	RBP4
6701	Proximal tubule cells	NAPSA
6702	Pulmonary alveolar type I cells	MMP11
6703	Pulmonary alveolar type I cells	ICAM1
6704	Pulmonary alveolar type I cells	CTGF
6705	Pulmonary alveolar type I cells	SEMA3B
6706	Pulmonary alveolar type I cells	SCNN1B
6707	Pulmonary alveolar type I cells	SEMA3E
6708	Pulmonary alveolar type I cells	SCNN1G
6709	Pulmonary alveolar type I cells	SCNN1A
6710	Pulmonary alveolar type I cells	COL4A4
6711	Pulmonary alveolar type I cells	CYP4B1
6712	Pulmonary alveolar type I cells	RTKN2
6713	Pulmonary alveolar type I cells	CLIC5
6714	Pulmonary alveolar type I cells	AKAP5
6715	Pulmonary alveolar type I cells	GPRC5A
6716	Pulmonary alveolar type I cells	SEC14L3
6717	Pulmonary alveolar type I cells	COL4A3
6718	Pulmonary alveolar type I cells	CLDN18
6719	Pulmonary alveolar type I cells	AGER
6720	Pulmonary alveolar type I cells	HOPX
6721	Pulmonary alveolar type I cells	AQP5
6722	Pulmonary alveolar type I cells	EMP2
6723	Pulmonary alveolar type I cells	VEGFA
6724	Pulmonary alveolar type I cells	KRT7
6725	Pulmonary alveolar type I cells	IGFBP6
6726	Pulmonary alveolar type I cells	PXDC1
6727	Pulmonary alveolar type I cells	AQP3
